Position,Candidate,Party,Votes,% Vote Share,Valid Votes,constituency,Year
1,Syed Javed Ali Shah,PML-N,81015,41.6,191113,NA-152,2013
2,Muhammad Ibraheem Khan,PTI,64611,33.2,191113,NA-152,2013
3,Syed Ahmad Mujtaba Gillani,PPPP,32514,16.7,191113,NA-152,2013
4,Makhdumzada Asad Murtaza Gillani,IND,3214,1.7,191113,NA-152,2013
5,Muhammad Khalid,Others,2582,1.3,191113,NA-152,2013
6,Allah Nawaz,Others,1466,0.8,191113,NA-152,2013
7,Anwar Rasheed Maral,IND,1232,0.6,191113,NA-152,2013
8,Muhammad Imran Shoukat Khan,IND,1227,0.6,191113,NA-152,2013
9,Muhammad Abid Khan Saeedi,PFP-Falah,1186,0.6,191113,NA-152,2013
10,Syed Iftikhar Ali Shah,IND,512,0.3,191113,NA-152,2013
11,Rao Munawar Hussain,IND,386,0.2,191113,NA-152,2013
12,Deen Muhammad,IND,384,0.2,191113,NA-152,2013
13,Muhammad Shafique Bhatti,MQM,302,0.2,191113,NA-152,2013
14,Rana Shahid Sharif,IND,242,0.1,191113,NA-152,2013
15,Syed Ali Haider Gilani,IND,240,0.1,191113,NA-152,2013
1,Dewan Ashiq Hussain Bukhari,PML-N,94413,43.6,211229,NA-153,2013
2,Rana Muhammad Qasim Noon,PPPP,90179,41.6,211229,NA-153,2013
3,Saeed Khursheed Ahmad,PTI,18155,8.4,211229,NA-153,2013
4,Dewan Syed Muhammad Abbas,IND,2268,1.0,211229,NA-153,2013
5,Muhammad Iqbal,Others,1164,0.5,211229,NA-153,2013
6,Siddique Ahmad,IND,1147,0.5,211229,NA-153,2013
7,Rana Shahzad Ahmad Noon,IND,1092,0.5,211229,NA-153,2013
8,Khursheed Abbas,MQM,741,0.3,211229,NA-153,2013
9,Dewan Syed Muzafar Hussain,IND,607,0.3,211229,NA-153,2013
10,Syed Najaf Hussain Shah,IND,572,0.3,211229,NA-153,2013
11,Sohail Aslam Bhati,IND,426,0.2,211229,NA-153,2013
12,Muhammad Hashim,IND,260,0.1,211229,NA-153,2013
13,Iqbal Hussain,IND,205,0.1,211229,NA-153,2013
1,Muhammad Siddique Khan,IND,86177,36.4,226619,NA-154,2013
2,Jahangir Khan Tareen,PTI,75955,32.1,226619,NA-154,2013
3,Syed Muhammad Rafi Ud Din,PML-N,45634,19.3,226619,NA-154,2013
4,Mirza Muhammad Nasir Baig,PPPP,11173,4.7,226619,NA-154,2013
5,Zia ur Rehman Tamimi,Others,1593,0.7,226619,NA-154,2013
6,Nadeem Iqbal,IND,863,0.4,226619,NA-154,2013
7,Muhammad Jameel,IND,748,0.3,226619,NA-154,2013
8,Muhammad Sharif,Others,653,0.3,226619,NA-154,2013
9,Muhammad Azhar,IND,622,0.3,226619,NA-154,2013
10,Saleem Abbas,PSP,599,0.3,226619,NA-154,2013
11,Malik Muhammad Ramzan Cheema,IND,484,0.2,226619,NA-154,2013
12,Malik Ejaz Ahmad,IND,339,0.1,226619,NA-154,2013
13,Muhammad Aslam,Others,337,0.1,226619,NA-154,2013
14,Muhamma Nadeem Saqlain,IND,329,0.1,226619,NA-154,2013
15,Muhammad Idrees Jami,MQM,285,0.1,226619,NA-154,2013
16,Nazeer Ahmad,PPP-SB,266,0.1,226619,NA-154,2013
17,Jacab Aftab,IND,264,0.1,226619,NA-154,2013
18,Waseem Ahmed  Bari,IND,99,0.0,226619,NA-154,2013
19,Makhodzada Syed Hasan Raza,APML,85,0.0,226619,NA-154,2013
20,Qasim Mumtaz Khan,IND,69,0.0,226619,NA-154,2013
21,Zawar Hussain,Others,45,0.0,226619,NA-154,2013
1,Abdul Rehman Khan Kanju,IND,85452,37.5,219357,NA-155,2013
2,Muhammad Akhtar Khan Kanju,PML-N,60524,26.6,219357,NA-155,2013
3,Nawab Aman Ullah Khan,PTI,42398,18.6,219357,NA-155,2013
4,Rana Muhammad Faraz Noon,PPPP,22480,9.9,219357,NA-155,2013
5,Abdul Majeed,IND,4734,2.1,219357,NA-155,2013
6,Falak Sher,IND,1178,0.5,219357,NA-155,2013
7,Muhammad Riaz,IND,676,0.3,219357,NA-155,2013
8,Muhammad Meraj Ahmed,MQM,662,0.3,219357,NA-155,2013
9,Baqa Muhammad,Others,441,0.2,219357,NA-155,2013
10,Kamran Abbas Malik,IND,339,0.1,219357,NA-155,2013
11,Atta Ullah Awan,IND,273,0.1,219357,NA-155,2013
12,Allah Wasaya,IND,200,0.1,219357,NA-155,2013
1,Muhammad Raza Hayat Hiraj,IND,80179,41.0,187977,NA-156,2013
2,Syed Fakhar Imam Shah,PML-N,69749,35.7,187977,NA-156,2013
3,Syed Khawar Ali Shah,PTI,20837,10.7,187977,NA-156,2013
4,Abdul Khaliq Rehmani,Others,13598,7.0,187977,NA-156,2013
5,Muhammad Riaz Shahid,IND,977,0.5,187977,NA-156,2013
6,Muhammad Zaman,Others,748,0.4,187977,NA-156,2013
7,Syed Raza Abbas,IND,672,0.3,187977,NA-156,2013
8,Shahzad Hassan,IND,287,0.1,187977,NA-156,2013
9,Syed Murtaza Hussain Shah,MQM,239,0.1,187977,NA-156,2013
10,Syed Muhammad Asad Shah Athar,Others,214,0.1,187977,NA-156,2013
11,Muhammad Afzal Qadri,PST,142,0.1,187977,NA-156,2013
12,Muhammad Usama Nawaz,AMLP,142,0.1,187977,NA-156,2013
13,Syed Faisal Imam,IND,141,0.1,187977,NA-156,2013
14,Abdul Majeed Anwar,Others,52,0.0,187977,NA-156,2013
1,Muhammad Khan Daha,PML-N,96162,47.3,198155,NA-157,2013
2,Hamid Yar Hiraj,PML,65407,32.2,198155,NA-157,2013
3,Abid Mahmood,PTI,27842,13.7,198155,NA-157,2013
4,Babar Ali,Others,3117,1.5,198155,NA-157,2013
5,Uzair Latif,Others,2037,1.0,198155,NA-157,2013
6,Ahmad Mujeeb Aslam,Others,1908,0.9,198155,NA-157,2013
7,Hamayun Khan,IND,726,0.4,198155,NA-157,2013
8,Khalid Mehmood,MQM,591,0.3,198155,NA-157,2013
9,Waqar Ahmad Khan Daha,IND,242,0.1,198155,NA-157,2013
10,Muhammad Saqlain Razi Gill,IND,123,0.1,198155,NA-157,2013
1,Aslam Bodla,PML-N,94050,45.7,201234,NA-158,2013
2,Peer Zahoor Hussain Quraishi,PTI,72126,35.0,201234,NA-158,2013
3,Pir Haider Zaman Qureshi,PPPP,28237,13.7,201234,NA-158,2013
4,Muhammad Ashraf,IND,2129,1.0,201234,NA-158,2013
5,Mazhar Iqbal Bhatti,IND,922,0.4,201234,NA-158,2013
6,Muhammad Mansha,IND,797,0.4,201234,NA-158,2013
7,Farhat Ullah Khan,IND,686,0.3,201234,NA-158,2013
8,Ijaz Ahmed Cheena,Others,624,0.3,201234,NA-158,2013
9,Abdul Sattar Ch.,MQM,441,0.2,201234,NA-158,2013
10,Muhammad Safdar Javed,Others,421,0.2,201234,NA-158,2013
11,Ch. Tanveer Ahmed,APML,240,0.1,201234,NA-158,2013
12,Dr. Nasir Razzaq,Others,232,0.1,201234,NA-158,2013
13,Mian Muhammad Iqbal Sohara,IND,157,0.1,201234,NA-158,2013
14,Muhamamd Yousaf Sheikh,IND,110,0.1,201234,NA-158,2013
15,Ch. Abdul Ghafoor,IND,62,0.0,201234,NA-158,2013
1,Ch. Iftikhar Nazir,PML-N,116903,57.1,199187,NA-159,2013
2,Malik Ghulam Murtaza Metla,PTI,68114,33.3,199187,NA-159,2013
3,Asad Gill,PPPP,4132,2.0,199187,NA-159,2013
4,Haroon Ur Rasheed Nizami,Others,1975,1.0,199187,NA-159,2013
5,Rao Muhammad Arif Khan,IND,1949,1.0,199187,NA-159,2013
6,Pervaiz Hameed,IND,1760,0.9,199187,NA-159,2013
7,Aftikhar Akbar Randhawa,MQM,1576,0.8,199187,NA-159,2013
8,Malik Muzammil Hussain Awan,IND,525,0.3,199187,NA-159,2013
9,Muhammad Sabir Aarfi,Others,493,0.2,199187,NA-159,2013
10,Khalid Parvez,IND,483,0.2,199187,NA-159,2013
11,Muhamamd Ashraf,IND,462,0.2,199187,NA-159,2013
12,Muhammad Nasrullah Arain,AMLP,273,0.1,199187,NA-159,2013
13,Ch. Zia Ur Rehman,IND,264,0.1,199187,NA-159,2013
14,Akhtar Hussain Gil,Others,185,0.1,199187,NA-159,2013
15,Tariq Sohail Ch.,IND,58,0.0,199187,NA-159,2013
16,Asghar Ali Arain,IND,35,0.0,199187,NA-159,2013
1,Syed Imran Ahmad Shah,PML-N,99553,53.2,181987,NA-160,2013
2,Muhammad Ali Shakoor,PTI,38023,20.3,181987,NA-160,2013
3,Rana Amir Shahzad Tahir,IND,22618,12.1,181987,NA-160,2013
4,Muhammad Zaki Ch.,PPPP,13877,7.4,181987,NA-160,2013
5,Tahir Siraj,Others,3889,2.1,181987,NA-160,2013
6,Imran Ali Ghazali,IND,1108,0.6,181987,NA-160,2013
7,Ch. Javed Iqbal,IND,660,0.4,181987,NA-160,2013
8,Tallat Hanif Butt,IND,618,0.3,181987,NA-160,2013
9,Zafar Sardar Ghuman,IND,315,0.2,181987,NA-160,2013
10,Muhammad Azam Khan,IND,292,0.2,181987,NA-160,2013
11,Abdul Hameed,JPP,191,0.1,181987,NA-160,2013
12,Asif Iqbal,IND,172,0.1,181987,NA-160,2013
13,Muhammad Tahir Siddique,Others,147,0.1,181987,NA-160,2013
14,Sohaib Zaki,IND,114,0.1,181987,NA-160,2013
15,Miraj Hameed,IND,109,0.1,181987,NA-160,2013
16,Walayat Iqbal,IND,106,0.1,181987,NA-160,2013
17,Muhammad Saleem Langah,MQM,85,0.0,181987,NA-160,2013
18,Khalil Saeed,QWP,59,0.0,181987,NA-160,2013
19,Abdul Jabbar Khan,Others,51,0.0,181987,NA-160,2013
1,Ch. Muhammad Ashraf,PML-N,94012,50.7,179683,NA-161,2013
2,Malik Muhammad Yar Dhakoo,PTI,43646,23.5,179683,NA-161,2013
3,Rana Tariq Javed,IND,16110,8.7,179683,NA-161,2013
4,Mehr Ghulam Farid Kathia,PPPP,10894,5.9,179683,NA-161,2013
5,Pir Ihsan Ul Haq Idrees,IND,7687,4.1,179683,NA-161,2013
6,Rana Zahid Farooq,Others,3201,1.7,179683,NA-161,2013
7,Ch. Muhammad Ashraf,IND,1061,0.6,179683,NA-161,2013
8,Muhammad Afzal Faridi,IND,608,0.3,179683,NA-161,2013
9,Hassan Murtaza,IND,549,0.3,179683,NA-161,2013
10,Bilal Khalid,IND,506,0.3,179683,NA-161,2013
11,Ghulam Rasool Tawana,IND,380,0.2,179683,NA-161,2013
12,Muhammad Imran Gill,MQM,304,0.2,179683,NA-161,2013
13,Muhammad Shahid Malik,IND,256,0.1,179683,NA-161,2013
14,Malik Ghulam Hussain,IND,242,0.1,179683,NA-161,2013
15,Rai Muhammad Nawaz Kharal,Others,146,0.1,179683,NA-161,2013
16,Mian Ashiq Hussain Kamyana,Others,81,0.0,179683,NA-161,2013
1,Rai Hasan Nawaz Khan,PTI,88974,48.6,179312,NA-162,2013
2,Muhammad Ayub,IND,75756,41.4,179312,NA-162,2013
3,Ch. Sharaqat Rasool Ghumman,PPPP,9609,5.3,179312,NA-162,2013
4,Raja Inaam Ul Haq Abbasi,IND,1976,1.1,179312,NA-162,2013
5,Mehar Tajamal Hussain Luck,MQM,1633,0.9,179312,NA-162,2013
6,Rana Masood Arif,IND,420,0.2,179312,NA-162,2013
7,Muhammad Haq Nawaz Khan,Others,353,0.2,179312,NA-162,2013
8,Ch. Hashaam Hayat Wathra,IND,272,0.1,179312,NA-162,2013
9,Rai Muhammad Murtaza Iqbal,IND,192,0.1,179312,NA-162,2013
10,Ch. Waseem Ahmad Gujjar,IND,127,0.1,179312,NA-162,2013
1,Ch. Muhammad Munir,PML-N,89126,50.0,174115,NA-163,2013
2,Malik Nauman Ahmed Langriyal,PML,67076,37.6,174115,NA-163,2013
3,Aftab Irshad Cheema,PTI,16311,9.2,174115,NA-163,2013
4,Sajjad Ahmad Cheema,IND,585,0.3,174115,NA-163,2013
5,Muhammad Muneer,IND,411,0.2,174115,NA-163,2013
6,Ch. Muhammad Mansha Rizwan,IND,406,0.2,174115,NA-163,2013
7,Muhammad Ghulam Sarwar,Others,117,0.1,174115,NA-163,2013
8,Ch. Shahid Munir,IND,83,0.0,174115,NA-163,2013
1,Sardar Mansab Ali Dogar,PML-N,67984,40.0,163673,NA-164,2013
2,Muhammad Shah Khagga,PML,65630,38.6,163673,NA-164,2013
3,Naseem Hashim Khan,PTI,27958,16.5,163673,NA-164,2013
4,Hameed Ghazi Dogar,SIC,840,0.5,163673,NA-164,2013
5,Moeen-Ud-Din Shah Khagga,IND,832,0.5,163673,NA-164,2013
6,Noor Ahmad,MQM,429,0.3,163673,NA-164,2013
1,Syed Muhammad Athar Hussain Shah Gillani,PML-N,71804,41.9,165242,NA-165,2013
2,Ahmad Raza Maneka,PTI,55279,32.3,165242,NA-165,2013
3,Dewan Azmat Said Muhammad Chishti,IND,20833,12.2,165242,NA-165,2013
4,Bismillah Shah,IND,11195,6.5,165242,NA-165,2013
5,Mian Qamar Ul Zaman Jammu,IND,2299,1.3,165242,NA-165,2013
6,Khalid Saeed Khan,IND,1330,0.8,165242,NA-165,2013
7,Makhdoom Nasir Farid Chishti,IND,721,0.4,165242,NA-165,2013
8,Asghar Ali,IND,465,0.3,165242,NA-165,2013
9,Mian Tariq Ali Bodla,MQM,446,0.3,165242,NA-165,2013
10,Mian Qamar Ul Zaman Bodla,IND,436,0.3,165242,NA-165,2013
11,Rao Azmat Ullah Khan,Others,434,0.3,165242,NA-165,2013
1,Rana Zahid Hussain Khan,PML-N,87209,44.4,189344,NA-166,2013
2,Mian Muhammad Amjad Joyia,PTI,49270,25.1,189344,NA-166,2013
3,Asghar Ali Jutt,IND,30941,15.7,189344,NA-166,2013
4,Raja Talia Saeed Khan,PML,10853,5.5,189344,NA-166,2013
5,Amir Hamza Dogar,Others,3473,1.8,189344,NA-166,2013
6,Muhammad Iqbal Jutt,Others,3379,1.7,189344,NA-166,2013
7,Shaheen Asghar,IND,1126,0.6,189344,NA-166,2013
8,Muhammad Haider Sultan,IND,970,0.5,189344,NA-166,2013
9,Muhammad Hussain,IND,952,0.5,189344,NA-166,2013
10,Saima Kashifa Tul Fardoos,IND,375,0.2,189344,NA-166,2013
11,Aish Mohammad Khan Sra,IND,334,0.2,189344,NA-166,2013
12,Rana Ghazanfar Abbas,IND,228,0.1,189344,NA-166,2013
13,Mohammad Umer Agha Awaan,MQM,129,0.1,189344,NA-166,2013
14,Imbsat Khizra Rana,IND,105,0.1,189344,NA-166,2013
1,Ch. Nazeer Ahmad,PML-N,99907,48.4,198894,NA-167,2013
2,Ayesha Nazeer Jat,IND,43703,21.2,198894,NA-167,2013
3,Riasat Ali Bhatti,PTI,35416,17.1,198894,NA-167,2013
4,Rao Habib Ur Rehman,Others,5057,2.4,198894,NA-167,2013
5,Ch. Usman Ahmad Waraich,IND,4497,2.2,198894,NA-167,2013
6,Rao Abid Ali Khan,PPPP,4379,2.1,198894,NA-167,2013
7,Malik Zulfiqar Hussain,Others,2271,1.1,198894,NA-167,2013
8,Muhammad Tahir Saleem Ch.,IND,682,0.3,198894,NA-167,2013
9,Muhammad Rafique Nizami,Others,650,0.3,198894,NA-167,2013
10,Mehr Tariq Maqsood,MQM,524,0.3,198894,NA-167,2013
11,Maqsood Ahmad Sajjad,IND,393,0.2,198894,NA-167,2013
12,Abid Ali,IND,344,0.2,198894,NA-167,2013
13,Ch. Ehsan Ullah Cheema,IND,146,0.1,198894,NA-167,2013
14,Shaghufta Perveen Ch.,IND,146,0.1,198894,NA-167,2013
15,Ali Anwar Alias Ali Jee,IND,143,0.1,198894,NA-167,2013
16,Shaheen Iqbal,IND,111,0.1,198894,NA-167,2013
17,Abdul Naeem Nomani,Others,110,0.1,198894,NA-167,2013
18,Asghar Ali Javed,PFP-Falah,89,0.0,198894,NA-167,2013
19,Sadia Naveed Qureshi,IND,77,0.0,198894,NA-167,2013
20,Aqeel Ahmad Shani Dogar,IND,72,0.0,198894,NA-167,2013
21,Muhammad Ahad,IND,71,0.0,198894,NA-167,2013
22,Sajid Sahrif,IND,54,0.0,198894,NA-167,2013
23,Salman Shahid,IND,52,0.0,198894,NA-167,2013
1,Syed Sajid Mehdi,PML-N,69049,35.6,187849,NA-168,2013
2,Ishaq Khan Khakwani,PTI,54334,28.0,187849,NA-168,2013
3,Natasha Daultana,PPPP,42292,21.8,187849,NA-168,2013
4,Arifa Nazir,IND,17445,9.0,187849,NA-168,2013
5,Tariq Iqbal,Others,985,0.5,187849,NA-168,2013
6,Syed Muhammad Afzal,ANP,826,0.4,187849,NA-168,2013
7,Muhammad Amjad,Others,538,0.3,187849,NA-168,2013
8,Abdul Khaliq,IND,512,0.3,187849,NA-168,2013
9,Muhammad Nawaz,MQM,510,0.3,187849,NA-168,2013
10,Sajid Sahrif,IND,427,0.2,187849,NA-168,2013
11,Muhammad Iqbal,IND,424,0.2,187849,NA-168,2013
12,Shahadat Ali,IND,289,0.1,187849,NA-168,2013
13,Ijaz Ahmad,IND,218,0.1,187849,NA-168,2013
1,Tahir Iqbal Ch.,IND,89673,43.9,199613,NA-169,2013
2,Tehmina Daultana,PML-N,72956,35.7,199613,NA-169,2013
3,Aftab Ahmad Khan Khichi,PTI,27226,13.3,199613,NA-169,2013
4,Abida Nazeer Jutt,IND,5839,2.9,199613,NA-169,2013
5,Zafar Ali,IND,952,0.5,199613,NA-169,2013
6,Khalil Ur Rehman,Others,756,0.4,199613,NA-169,2013
7,Abdul Khaliq,IND,655,0.3,199613,NA-169,2013
8,Peer Nasir Saqlalin Muhammadi,Others,230,0.1,199613,NA-169,2013
9,Bashir Ahmad,Others,219,0.1,199613,NA-169,2013
10,Shahid Qamar Ghani,IND,193,0.1,199613,NA-169,2013
11,Syed Javed Hussain Shah,Others,171,0.1,199613,NA-169,2013
12,Ghulam Sarwar Khan Khichi,IND,144,0.1,199613,NA-169,2013
13,Muhammad Tahir Khan,Others,110,0.1,199613,NA-169,2013
14,Muhammad Abdullah,IND,103,0.1,199613,NA-169,2013
15,Mian Anwar Hussain Qureshi,IND,76,0.0,199613,NA-169,2013
16,Nisar Ahmad,IND,68,0.0,199613,NA-169,2013
17,Asif Hanif,IND,63,0.0,199613,NA-169,2013
18,Ch. Ghulam Mustafa Jutt,IND,62,0.0,199613,NA-169,2013
19,Muhammad Hussain,IND,43,0.0,199613,NA-169,2013
20,Rao Muhammad Akram,IND,31,0.0,199613,NA-169,2013
21,Muhammad Shabbir Rao  Billu Khan,IND,30,0.0,199613,NA-169,2013
22,Zahid Iqbal Ch.,IND,13,0.0,199613,NA-169,2013
1,Saeed Ahmad Khan Manais,PML-N,83895,41.2,197980,NA-170,2013
2,Muhammad Aurangzaib Khan Khichi,PTI,81131,39.8,197980,NA-170,2013
3,Mehmood Hayat Khan Alias Tochi Khan,PPPP,19554,9.6,197980,NA-170,2013
4,Azhar Ahmad Khan Yousafzai,IND,5901,2.9,197980,NA-170,2013
5,Asghar Ali,Others,1675,0.8,197980,NA-170,2013
6,Haq Daad Ali Khan,Others,1596,0.8,197980,NA-170,2013
7,Jahangir Ahmed Khan Yousafzai,IND,1393,0.7,197980,NA-170,2013
8,Arsal Khan Khichi,IND,782,0.4,197980,NA-170,2013
9,Malik Zafar Iqbal Rajput Panwar,Others,553,0.3,197980,NA-170,2013
10,Ch. Ghazanfar Abbas Ghallo,IND,494,0.2,197980,NA-170,2013
11,Rana Zahoor Ul Haq,MQM,451,0.2,197980,NA-170,2013
12,Asim Saeed Khan Manais,IND,352,0.2,197980,NA-170,2013
13,Ahmed Nawaz Khan Khichi,IND,203,0.1,197980,NA-170,2013
1,Sardar Muhammad Amjad Farooq Khan Khosa,PML-N,62849,33.0,184298,NA-171,2013
2,Khawaja Sheraz Mahmood,PPPP,57276,30.1,184298,NA-171,2013
3,Sardar Meer Badshah Khan,Others,37961,20.0,184298,NA-171,2013
4,Khawaja Mudasar Mehmood,PTI,17514,9.2,184298,NA-171,2013
5,Atta Muhammad Jafri,Others,2629,1.4,184298,NA-171,2013
6,Abdul Salam Buzdar,IND,1552,0.8,184298,NA-171,2013
7,Rehmat Ullah Khan Douna,IND,999,0.5,184298,NA-171,2013
8,Rashida Malik,IND,890,0.5,184298,NA-171,2013
9,Khawja Shehzad Mehmood,IND,789,0.4,184298,NA-171,2013
10,Zafar Iqbal,IND,604,0.3,184298,NA-171,2013
11,Shamoona Badshah,IND,395,0.2,184298,NA-171,2013
12,Ghulam Hadiar,BNP,359,0.2,184298,NA-171,2013
13,Sardar Rafiq Ar Sanjrani,Others,173,0.1,184298,NA-171,2013
14,Abdul Ghafoor Kolachi,Others,136,0.1,184298,NA-171,2013
15,Sardar Sher Zaman Khan Qaisrani,Others,116,0.1,184298,NA-171,2013
16,Muhammad Tahir Makhdoom,Others,56,0.0,184298,NA-171,2013
1,Abdul Kareem,PML-N,49230,30.0,158239,NA-172,2013
2,Sardar Muhammad Jamal Khan,IND,39389,24.0,158239,NA-172,2013
3,Zartaj Gul Akhwand,PTI,38643,23.6,158239,NA-172,2013
4,Sardar Maqsood Khan Leghari,PML,19558,11.9,158239,NA-172,2013
5,Khadim Hussain,IND,5583,3.4,158239,NA-172,2013
6,Dr. Saeed Ahmad Buzdar,PPP-SB,2358,1.4,158239,NA-172,2013
7,Makhdoom Syed Ejaz Hussain,IND,684,0.4,158239,NA-172,2013
8,Dr. Mian Abdul Rehman,IND,594,0.4,158239,NA-172,2013
9,Ghulam Hadiar,APML,463,0.3,158239,NA-172,2013
10,Hakeem Sheikh Mueen Ud Din,IND,403,0.2,158239,NA-172,2013
11,Sheikh Muhammad Iqbal,PPPP,336,0.2,158239,NA-172,2013
12,Abdul Rasheed Khan Bhatti,Others,290,0.2,158239,NA-172,2013
13,Abdul Ghafoor Mirani,IND,275,0.2,158239,NA-172,2013
14,Izhar Ul Haq Qureshi Siddiqui,MQM,247,0.2,158239,NA-172,2013
15,Mian Abdul Rehman Bodla,IND,186,0.1,158239,NA-172,2013
1,Awais Ahmad Khan Leghari,IND,82521,43.1,183674,NA-173,2013
2,Sardar Muhammad Saif-Ul-Din Khan,PPPP,60258,31.5,183674,NA-173,2013
3,Mahar Sajjad Hussain Cheena,PTI,24858,13.0,183674,NA-173,2013
4,Taj Rasool Sahib,IND,10773,5.6,183674,NA-173,2013
5,Khalid Rauf,Others,2517,1.3,183674,NA-173,2013
6,Muhammad Iqbal Rasheed,Others,1803,0.9,183674,NA-173,2013
7,Sardar Amjad Shabir Khan Lund,IND,466,0.2,183674,NA-173,2013
8,Syed Ashraf Hussain Shah,MQM,376,0.2,183674,NA-173,2013
9,Malik Muhammad Ramzan Jerh,IND,102,0.1,183674,NA-173,2013
1,Sardar Muhammad Jafar Khan Leghari,PML-N,101705,46.0,211060,NA-174,2013
2,Sardar Nasrullah Khan Dreshak,IND,61863,28.0,211060,NA-174,2013
3,Khawaja Kaleem-Ud-Din Koreja,PPPP,25363,11.5,211060,NA-174,2013
4,Abdul Razzaq,PTI,6964,3.1,211060,NA-174,2013
5,Abdul Mohsin,Others,6193,2.8,211060,NA-174,2013
6,Sardar Hasnain Bahadur Khan Dreshak,IND,2250,1.0,211060,NA-174,2013
7,Sardar Ali Raza Khan Dreshak,IND,1986,0.9,211060,NA-174,2013
8,Muhammad Askari Ul Hidayat,MWMP,1205,0.5,211060,NA-174,2013
9,Sardar Zulfiqar Khan Dreshak,IND,1006,0.5,211060,NA-174,2013
10,Muhammad Ikram,IND,703,0.3,211060,NA-174,2013
11,Rasheed Ahmad Khan Langha,PSP,578,0.3,211060,NA-174,2013
12,Saifullah Khan,MQM,414,0.2,211060,NA-174,2013
13,Sardar Adeel Hassan Khan Gorchani,IND,297,0.1,211060,NA-174,2013
14,Mirza Shahbaz,IND,232,0.1,211060,NA-174,2013
15,Abdul Majeed,Others,221,0.1,211060,NA-174,2013
16,Mehmood Ahmad,Others,80,0.0,211060,NA-174,2013
1,Dr. Hafeez Ur Rehman Khan,PML-N,110573,48.3,214671,NA-175,2013
2,Mir Dost Muhammad Khan Mazari,IND,73885,32.3,214671,NA-175,2013
3,Khawaja Sharif Muhammad Koreja,PTI,13805,6.0,214671,NA-175,2013
4,Sardar Jahazeb Khan Drishak Almarof Chand Khan,PPPP,6581,2.9,214671,NA-175,2013
5,Ghulam Nazik Solangi,IND,3085,1.3,214671,NA-175,2013
6,Abdul Majeed Pathan,Others,1365,0.6,214671,NA-175,2013
7,Muhammad Sharif Sadwani Mazari,Others,1284,0.6,214671,NA-175,2013
8,Ghulam Mohudin,IND,1026,0.4,214671,NA-175,2013
9,Imam Bukhsh Khan Mazari,IND,988,0.4,214671,NA-175,2013
10,Qadeer Shahbaz Khan Mazari,IND,643,0.3,214671,NA-175,2013
11,Sardar Shamsher Ali Khan Mazari,IND,512,0.2,214671,NA-175,2013
12,Rana Muhammad Arshad Khan,MQM,491,0.2,214671,NA-175,2013
13,Athar Ali Mazari,IND,344,0.2,214671,NA-175,2013
14,Saradar Sikandar Hayat Khan Goopang,APML,89,0.0,214671,NA-175,2013
1,Malik Sultan Mehmood,PML-N,88322,41.0,205915,NA-176,2013
2,Malik Ghulam Mustafa Khar,PML-F,74840,34.8,205915,NA-176,2013
3,Muhammad Arshad Abbas Qureshi,PPPP,17183,8.0,205915,NA-176,2013
4,Maher Naveed Ahmad  Kherha,PTI,10840,5.0,205915,NA-176,2013
5,Ghulam Murtaza Raheem,IND,4074,1.9,205915,NA-176,2013
6,Muhammad Shabir Ali,IND,2950,1.4,205915,NA-176,2013
7,Muhammad Abdul Majeed Farooqe,Others,1600,0.7,205915,NA-176,2013
8,Iftikhar Ali,Others,1198,0.6,205915,NA-176,2013
9,Ch. Muhammad Farooq,IND,814,0.4,205915,NA-176,2013
10,Malik Zia Ul Haque Tiwana,APML,808,0.4,205915,NA-176,2013
11,Ghaffar Hussain,IND,730,0.3,205915,NA-176,2013
12,Zahid Iqbal,IND,582,0.3,205915,NA-176,2013
13,Rana Muhammad Abu Bakar,MQM,502,0.2,205915,NA-176,2013
14,Mian Muhammad Sulaman Ali,IND,332,0.2,205915,NA-176,2013
15,Muhammad Amjad Abbas,IND,306,0.1,205915,NA-176,2013
16,Ameer Nawaz Khudai,IND,244,0.1,205915,NA-176,2013
17,Dr. Muhammad Qasim,IND,244,0.1,205915,NA-176,2013
18,Rana Mushtaq Ahmad,ANP,206,0.1,205915,NA-176,2013
19,Mahar Ghulam Shabir,Others,140,0.1,205915,NA-176,2013
1,Jamshaid Ahmad Dasti,IND,103327,44.9,221919,NA-177,2013
2,Ghulam Rabani Khar,PPPP,49822,21.7,221919,NA-177,2013
3,Khalid Ahmad Gurmani,PML-N,22719,9.9,221919,NA-177,2013
4,Malik Muhammad Rafique Khar,IND,14634,6.4,221919,NA-177,2013
5,Mian Zulfiqar Ali Qureshi,PTI,13757,6.0,221919,NA-177,2013
6,Taj Muhammad Saqib,Others,8948,3.9,221919,NA-177,2013
7,Muhammad Ali Raza Khar,IND,3204,1.4,221919,NA-177,2013
8,Malik Muhammad Riaz Mansoor,IND,1319,0.6,221919,NA-177,2013
9,Muhammad Abdul Mabood,Others,746,0.3,221919,NA-177,2013
10,Malik Muhammad Saleem,Others,720,0.3,221919,NA-177,2013
11,Muhammad Arif Khan Baloch,IND,490,0.2,221919,NA-177,2013
12,Meer Rabnawaz Khan,Others,471,0.2,221919,NA-177,2013
13,Muhammad Mohsin Raza,IND,424,0.2,221919,NA-177,2013
14,Muhammad Nasrullah Almani,MQM,324,0.1,221919,NA-177,2013
15,Sarwar Khan,ANP,269,0.1,221919,NA-177,2013
16,Dr. Muhammad Qasim,IND,264,0.1,221919,NA-177,2013
